CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
12347.0,7,224.82,1294.32,615.7142857142857,4310.0,0.0,0.0,0.0,0.0,0.0,2,367,10
12348.0,4,227.44,892.8,449.31,1797.24,0.0,0.0,0.0,0.0,0.0,75,358,0
12349.0,1,1757.55,1757.55,1757.55,1757.55,0.0,0.0,0.0,0.0,0.0,18,18,3
12350.0,1,334.40000000000003,334.40000000000003,334.40000000000003,334.40000000000003,0.0,0.0,0.0,0.0,0.0,310,310,0
12352.0,7,144.35,840.3,340.8157142857143,2385.71,0.0,0.0,0.0,0.0,0.0,36,296,10
12353.0,1,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,204,204,8
12354.0,1,1079.4,1079.4,1079.4,1079.4,0.0,0.0,0.0,0.0,0.0,232,232,7
12355.0,1,459.40000000000003,459.40000000000003,459.40000000000003,459.40000000000003,0.0,0.0,0.0,0.0,0.0,214,214,0
12356.0,3,58.349999999999994,2271.62,937.1433333333333,2811.43,0.0,0.0,0.0,0.0,0.0,22,325,10
12357.0,1,6207.67,6207.67,6207.67,6207.67,0.0,0.0,0.0,0.0,0.0,33,33,1
12358.0,2,484.86,683.2,584.03,1168.06,0.0,0.0,0.0,0.0,0.0,1,150,0
12359.0,4,547.5,2743.1,1550.7575,6203.03,0.0,0.0,0.0,0.0,0.0,57,331,7
12360.0,3,534.7,1083.58,887.3533333333334,2662.06,0.0,0.0,0.0,0.0,0.0,52,200,7
12361.0,1,189.9,189.9,189.9,189.9,0.0,0.0,0.0,0.0,0.0,287,287,8
12362.0,10,303.76,829.99,515.458,5154.58,0.0,0.0,0.0,0.0,0.0,3,295,10
12363.0,2,252.9,299.1,276.0,552.0,0.0,0.0,0.0,0.0,0.0,109,242,0
12364.0,4,79.8,623.92,328.275,1313.1,0.0,0.0,0.0,0.0,0.0,7,112,8
12365.0,2,320.69,320.69,320.69,641.38,0.0,0.0,0.0,0.0,0.0,291,291,0
12367.0,1,168.9,168.9,168.9,168.9,0.0,0.0,0.0,0.0,0.0,4,4,8
12370.0,4,277.2,1590.82,886.4224999999999,3545.6899999999996,0.0,0.0,0.0,0.0,0.0,51,360,7
12371.0,2,360.0,1527.96,943.98,1887.96,0.0,0.0,0.0,0.0,0.0,44,59,7
12372.0,3,383.12,515.7,432.68,1298.04,0.0,0.0,0.0,0.0,0.0,71,296,0
12373.0,1,364.6,364.6,364.6,364.6,0.0,0.0,0.0,0.0,0.0,311,311,0
12374.0,1,742.9300000000001,742.9300000000001,742.9300000000001,742.9300000000001,0.0,0.0,0.0,0.0,0.0,25,25,7
12375.0,2,225.12,230.3,227.71,455.42,0.0,0.0,0.0,0.0,0.0,10,98,8
12377.0,2,626.6,1001.52,814.06,1628.12,0.0,0.0,0.0,0.0,0.0,315,354,7
12378.0,1,4008.62,4008.62,4008.62,4008.62,0.0,0.0,0.0,0.0,0.0,129,129,1
12379.0,2,392.40000000000003,457.89,425.145,850.29,0.0,0.0,0.0,0.0,0.0,81,170,0
12380.0,4,446.61,1040.39,680.1400000000001,2720.5600000000004,0.0,0.0,0.0,0.0,0.0,21,185,7
12381.0,5,4.5,1227.39,360.79200000000003,1803.96,0.0,0.0,0.0,0.0,0.0,4,119,10
12383.0,5,99.45,639.91,367.86199999999997,1839.31,0.0,0.0,0.0,0.0,0.0,184,352,10
12384.0,2,273.58000000000004,292.58,283.08000000000004,566.1600000000001,0.0,0.0,0.0,0.0,0.0,28,121,0
12386.0,2,143.0,258.90000000000003,200.95000000000002,401.90000000000003,0.0,0.0,0.0,0.0,0.0,337,366,8
12388.0,6,124.05000000000001,902.09,463.4433333333333,2780.66,0.0,0.0,0.0,0.0,0.0,15,326,10
12390.0,1,549.84,549.84,549.84,549.84,0.0,0.0,0.0,0.0,0.0,79,79,0
12391.0,1,460.89,460.89,460.89,460.89,0.0,0.0,0.0,0.0,0.0,21,21,0
12393.0,4,177.00000000000003,521.5,395.65,1582.6,0.0,0.0,0.0,0.0,0.0,72,332,0
12394.0,2,381.08,891.4000000000001,636.24,1272.48,0.0,0.0,0.0,0.0,0.0,63,217,0
12395.0,12,149.97,346.68,250.1025,3001.23,0.0,0.0,0.0,0.0,0.0,19,371,10
12397.0,2,1195.09,1214.81,1204.9499999999998,2409.8999999999996,0.0,0.0,0.0,0.0,0.0,35,135,3
12398.0,1,1635.6599999999999,1635.6599999999999,1635.6599999999999,1635.6599999999999,0.0,0.0,0.0,0.0,0.0,45,45,3
12399.0,4,130.08,480.9,277.1625,1108.65,0.0,0.0,0.0,0.0,0.0,119,261,8
12401.0,1,84.3,84.3,84.3,84.3,0.0,0.0,0.0,0.0,0.0,303,303,8
12402.0,1,225.60000000000002,225.60000000000002,225.60000000000002,225.60000000000002,0.0,0.0,0.0,0.0,0.0,323,323,8
12403.0,1,409.7,409.7,409.7,409.7,0.0,0.0,0.0,0.0,0.0,49,49,0
12405.0,1,1710.39,1710.39,1710.39,1710.39,0.0,0.0,0.0,0.0,0.0,148,148,3
12406.0,2,1486.7,1794.05,1640.375,3280.75,0.0,0.0,0.0,0.0,0.0,22,183,3
12407.0,5,192.34,719.06,341.62399999999997,1708.12,0.0,0.0,0.0,0.0,0.0,49,264,10
12408.0,5,56.900000000000006,758.99,568.54,2842.7,0.0,0.0,0.0,0.0,0.0,32,260,10
12409.0,2,4860.64,6196.29,5528.465,11056.93,0.0,0.0,0.0,0.0,0.0,78,182,1
12410.0,2,68.0,625.33,346.665,693.33,0.0,0.0,0.0,0.0,0.0,308,308,8
12412.0,3,336.14,514.5,408.96000000000004,1226.88,0.0,0.0,0.0,0.0,0.0,74,169,0
12413.0,3,84.65,425.25,234.70000000000002,704.1,0.0,0.0,0.0,0.0,0.0,66,337,8
12414.0,3,153.76,242.8,187.47000000000003,562.4100000000001,0.0,0.0,0.0,0.0,0.0,217,310,8
12415.0,21,36.61,22775.93,5912.704285714285,124166.79,0.0,0.0,0.0,0.0,0.0,24,337,4
12417.0,9,291.34,562.69,403.2388888888889,3629.15,0.0,0.0,0.0,0.0,0.0,3,357,10
12418.0,1,668.58,668.58,668.58,668.58,0.0,0.0,0.0,0.0,0.0,112,112,7
12420.0,1,600.39,600.39,600.39,600.39,0.0,0.0,0.0,0.0,0.0,63,63,7
12421.0,4,157.45,239.35000000000002,201.76,807.04,0.0,0.0,0.0,0.0,0.0,15,319,8
12422.0,3,147.7,417.36,267.8533333333333,803.56,0.0,0.0,0.0,0.0,0.0,95,324,8
12423.0,8,84.92,347.35,231.13875000000002,1849.1100000000001,0.0,0.0,0.0,0.0,0.0,0,353,10
12424.0,2,294.64,1466.32,880.48,1760.96,0.0,0.0,0.0,0.0,0.0,162,162,7
12425.0,1,777.2,777.2,777.2,777.2,0.0,0.0,0.0,0.0,0.0,78,78,7
12426.0,1,582.73,582.73,582.73,582.73,0.0,0.0,0.0,0.0,0.0,194,194,7
12427.0,3,145.24,303.5,243.7733333333333,731.3199999999999,0.0,0.0,0.0,0.0,0.0,21,371,8
12428.0,9,368.34000000000003,2462.42,875.2444444444445,7877.200000000001,0.0,0.0,0.0,0.0,0.0,25,283,7
12429.0,4,437.98,1281.5,937.6,3750.4,0.0,0.0,0.0,0.0,0.0,9,365,7
12430.0,1,256.4,256.4,256.4,256.4,0.0,0.0,0.0,0.0,0.0,43,43,0
12431.0,15,89.80000000000001,640.1,427.75933333333336,6416.39,0.0,0.0,0.0,0.0,0.0,35,373,10
12432.0,5,64.6,2862.06,1011.8639999999999,5059.32,0.0,0.0,0.0,0.0,0.0,42,172,10
12433.0,7,19.8,2843.29,1910.8385714285712,13375.869999999999,0.0,0.0,0.0,0.0,0.0,0,373,7
12434.0,2,273.05,519.89,396.47,792.94,0.0,0.0,0.0,0.0,0.0,84,260,0
12435.0,2,3850.9000000000005,3978.9900000000002,3914.9450000000006,7829.890000000001,0.0,0.0,0.0,0.0,0.0,79,267,1
12436.0,1,509.01,509.01,509.01,509.01,0.0,0.0,0.0,0.0,0.0,99,99,0
12437.0,18,65.1,736.55,272.03666666666663,4896.66,0.0,0.0,0.0,0.0,0.0,1,331,6
12438.0,2,890.0699999999999,2016.78,1453.425,2906.85,0.0,0.0,0.0,0.0,0.0,14,140,7
12441.0,1,173.55,173.55,173.55,173.55,0.0,0.0,0.0,0.0,0.0,366,366,8
12442.0,1,172.06,172.06,172.06,172.06,0.0,0.0,0.0,0.0,0.0,3,3,8
12444.0,5,562.54,1870.2,1001.092,5005.46,0.0,0.0,0.0,0.0,0.0,21,171,7
12445.0,1,133.4,133.4,133.4,133.4,0.0,0.0,0.0,0.0,0.0,22,22,8
12446.0,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,1002.3100000000001,0.0,0.0,0.0,0.0,0.0,57,57,7
12447.0,1,476.49,476.49,476.49,476.49,0.0,0.0,0.0,0.0,0.0,243,243,0
12448.0,1,449.45,449.45,449.45,449.45,0.0,0.0,0.0,0.0,0.0,44,44,0
12449.0,4,777.95,1342.71,1016.8225,4067.29,0.0,0.0,0.0,0.0,0.0,22,187,7
12450.0,2,96.0,101.88,98.94,197.88,0.0,0.0,0.0,0.0,0.0,156,173,8
12451.0,5,262.5,2817.51,1786.7040000000002,8933.52,0.0,0.0,0.0,0.0,0.0,10,324,7
12452.0,2,80.0,350.57,215.285,430.57,0.0,0.0,0.0,0.0,0.0,16,16,8
12453.0,1,707.09,707.09,707.09,707.09,0.0,0.0,0.0,0.0,0.0,134,134,7
12455.0,6,15.0,1683.9,411.1433333333334,2466.86,0.0,0.0,0.0,0.0,0.0,73,296,10
12456.0,3,915.64,1298.08,1051.2966666666666,3153.89,0.0,0.0,0.0,0.0,0.0,44,254,7
12457.0,6,40.0,743.28,322.03833333333336,1932.23,0.0,0.0,0.0,0.0,0.0,81,239,10
12458.0,2,441.92,505.48,473.70000000000005,947.4000000000001,0.0,0.0,0.0,0.0,0.0,71,284,0
12461.0,2,200.0,626.88,413.44,826.88,0.0,0.0,0.0,0.0,0.0,94,154,0
12462.0,2,382.7,762.11,572.405,1144.81,0.0,0.0,0.0,0.0,0.0,18,303,0
12463.0,4,291.98,350.57,320.895,1283.58,0.0,0.0,0.0,0.0,0.0,53,241,0
12464.0,8,34.0,281.9,151.50625,1212.05,0.0,0.0,0.0,0.0,0.0,10,309,10
12465.0,2,292.95,440.94,366.945,733.89,0.0,0.0,0.0,0.0,0.0,17,169,0
12468.0,2,220.59,503.45000000000005,362.02000000000004,724.0400000000001,0.0,0.0,0.0,0.0,0.0,187,316,0
12471.0,30,14.85,1963.94,631.18,18935.399999999998,0.0,0.0,0.0,0.0,0.0,2,364,6
12472.0,7,268.08,1631.3,917.4757142857143,6422.33,0.0,0.0,0.0,0.0,0.0,32,369,7
12473.0,4,464.52,1648.83,818.0725,3272.29,0.0,0.0,0.0,0.0,0.0,29,191,7
12474.0,18,7.800000000000001,779.92,400.9461111111111,7217.03,0.0,0.0,0.0,0.0,0.0,17,329,6
12475.0,1,723.38,723.38,723.38,723.38,0.0,0.0,0.0,0.0,0.0,53,53,7
12476.0,11,12.45,1646.6100000000001,599.1636363636363,6590.8,0.0,0.0,0.0,0.0,0.0,15,361,10
12477.0,6,983.79,4252.08,2186.335,13118.01,0.0,0.0,0.0,0.0,0.0,22,301,3
12478.0,1,680.99,680.99,680.99,680.99,0.0,0.0,0.0,0.0,0.0,3,3,7
12479.0,1,482.3,482.3,482.3,482.3,0.0,0.0,0.0,0.0,0.0,11,11,0
12480.0,4,557.6800000000001,1136.6799999999998,820.4075,3281.63,0.0,0.0,0.0,0.0,0.0,28,336,7
12481.0,10,134.82,1307.76,559.086,5590.860000000001,0.0,0.0,0.0,0.0,0.0,22,365,10
12483.0,8,8.5,507.56,291.95375,2335.63,0.0,0.0,0.0,0.0,0.0,17,339,10
12484.0,6,140.0,1246.49,750.87,4505.22,0.0,0.0,0.0,0.0,0.0,32,336,10
12488.0,3,214.06,553.39,432.8866666666667,1298.66,0.0,0.0,0.0,0.0,0.0,9,75,0
12489.0,1,334.93,334.93,334.93,334.93,0.0,0.0,0.0,0.0,0.0,336,336,0
12490.0,10,331.5,1035.82,541.793,5417.93,0.0,0.0,0.0,0.0,0.0,5,329,10
12491.0,1,460.40000000000003,460.40000000000003,460.40000000000003,460.40000000000003,0.0,0.0,0.0,0.0,0.0,38,38,0
12492.0,2,126.39000000000001,136.82,131.60500000000002,263.21000000000004,0.0,0.0,0.0,0.0,0.0,63,105,8
12493.0,2,201.24,215.55,208.395,416.79,0.0,0.0,0.0,0.0,0.0,165,197,8
12494.0,7,4.949999999999999,403.09000000000003,166.3,1164.1000000000001,0.0,0.0,0.0,0.0,0.0,15,365,10
12497.0,1,1043.1,1043.1,1043.1,1043.1,0.0,0.0,0.0,0.0,0.0,81,81,7
12498.0,3,30.450000000000003,247.25000000000003,134.5666666666667,403.70000000000005,0.0,0.0,0.0,0.0,0.0,21,57,8
12500.0,11,3.0,1075.0,382.38818181818186,4206.27,0.0,0.0,0.0,0.0,0.0,23,333,10
